time (seconds),accelerometer X (m/sec^2 highlighted),accelerometer Y (m/sec^2 highlighted),accelerometer Z (m/sec^2 highlighted)
49.947,0.98,-8.43,-4.62
49.963,0.83,-8.09,-4.67
49.98,0.86,-8.42,-5.14
49.997,1.55,-8.91,-4.55
50.013,-0.59,-8.94,-4.61
50.03,1.54,-8.77,-4.57
50.047,0.98,-8.02,-4.73
50.063,0.82,-8.22,-5.39
50.08,1.12,-8.07,-4.8
50.097,-0.36,-8.94,-4.72
50.113,1.73,-8.74,-4.57
50.13,1.27,-8.05,-4.69
50.146,0.65,-8.28,-5.39
50.163,1.39,-8.17,-4.67
50.18,-0.35,-8.99,-4.65
50.197,1.78,-8.78,-4.53
50.213,-0.52,-9.14,-5.02
50.23,0.37,-8.37,-5.45
50.247,1.38,-8.22,-4.74
50.263,0.25,-8.48,-4.71
50.28,1.54,-8.74,-4.42
50.297,-0.43,-9.12,-4.84
50.313,1.6,-8.75,-4.8
50.33,1.47,-8.4,-4.71
50.347,-0.05,-8.54,-4.76
50.363,1.71,-8.32,-4.4
50.38,-0.17,-9.01,-4.6
50.397,1.59,-8.56,-4.79
50.413,0.08,-8.78,-4.54
50.43,-0.3,-8.78,-4.75
50.447,1.6,-8.53,-4.51
50.463,-0.49,-8.88,-5.28
50.479,1.44,-8.38,-4.9
50.497,0.51,-8.58,-4.51
50.513,1.44,-8.2,-4.54
50.53,1.98,-8.64,-4.42
50.547,-0.65,-9.17,-5.09
50.563,1.9,-8.87,-4.51
50.58,0.78,-8.37,-4.42
50.597,1.15,-8.16,-4.58
50.613,0.78,-8.34,-4.38
50.63,-0.93,-9.43,-5.03
50.647,1.91,-8.75,-4.65
50.663,-0.89,-9.26,-4.5
50.68,0.67,-8.2,-4.66
50.697,1.09,-8.4,-4.42
50.713,0.36,-8.25,-5.17
50.73,2.12,-8.66,-4.64
50.747,-0.83,-9.29,-4.35
50.763,2.16,-8.45,-4.27
50.78,1.53,-8.38,-4.3
50.797,0.14,-8.54,-5.15
50.813,1.65,-8.42,-4.28
50.83,-0.47,-9.29,-4.11
50.847,2.32,-8.37,-4.03
50.863,-0.53,-9.22,-4.26
50.88,-0.28,-8.8,-5.02
50.897,1.41,-8.65,-4.36
50.913,-0.36,-8.84,-4.28
50.93,2.09,-8.09,-4.24
50.947,0.13,-8.98,-4.41
50.963,1.51,-8.28,-4.82
50.98,1.61,-8.73,-4.73
51.002,-0.17,-8.93,-3.59
51.013,1.27,-8.12,-4.46
51.031,0.5,-8.57,-5.58
51.047,1.2,-8.12,-6.09
51.071,1.13,-8.62,-4.87
51.079,-0.55,-9.21,-4.47
51.097,1.98,-8.73,-3.96
51.113,0.69,-8.41,-4.05
51.13,0.84,-8.18,-4.85
51.147,0.93,-8.3,-4.94
51.163,-0.63,-9.13,-4.83
51.181,2.22,-8.53,-4.5
51.197,-0.41,-9.11,-4.95
51.213,0.28,-8.32,-5.27
51.23,1.36,-8.47,-4.78
51.247,-0.05,-8.45,-4.74
51.263,2.12,-8.33,-4.41
51.28,-0.12,-8.86,-4.75
51.297,2,-8.4,-4.34
51.313,1.87,-8.65,-4.75
51.33,0.45,-9.11,-4.49
51.347,0.95,-8.65,-5.11
51.363,-2.14,-8.9,-5.68
51.383,1.78,-8.19,-5.12
51.397,1.75,-8.31,-4.89
51.413,0.3,-8.66,-4.75
51.43,2.34,-8.92,-4.62
51.447,0.55,-9.24,-5.45
51.463,1.52,-8.4,-5.31
51.48,2.29,-8.38,-5.44
51.497,1.76,-8.46,-5.28
51.513,-0.45,-7.82,-5.33
51.53,0.01,-9.49,-6.68
51.547,1.62,-8.43,-5.33
51.563,0.86,-8.56,-4.96
51.58,-2.76,-8.31,-3.74
51.597,-0.8,-9.03,-6.08
51.613,1.64,-8.82,-7.31
51.63,1.67,-8.57,-5.26
51.647,-0.76,-8.74,0.01
51.663,-0.38,-9.35,-1.1
51.68,-0.78,-8.65,-2.47
51.697,-0.12,-8.63,-3.43
51.713,-0.13,-9.72,-4.63
51.73,-0.33,-9.37,-3.63
51.747,-2.01,-10.98,-4.81
51.763,-2.24,-11.09,-3.51
